Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
isiss marco minghetti,42,42,1600,41,0.00,https://www.scuoladvisor.it/scuole/29410,0,0,0.00,0.01,3630,"[100,82,65,100,82,55,44,30,65,13,30,11]",2026-02-24,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
istituto comprensivo castellamonte,29,29,480,28,0.00,https://www.scuoladvisor.it/piemonte/castellamonte/istituto-comprensivo,0,0,0.00,0,0,"[25,20,16,20,16,37,16,25,84,25,25,16]",2026-03-07,"Local pack, Sitelinks, Related searches",navigational,Organic
liceo scientifico imola,75,75,170,20,0.00,https://www.scuoladvisor.it/scuole/48595,0,0,0.00,0.02,259000,"[29,22,22,22,18,18,35,29,22,66,43,54]",2026-02-24,"Local pack, Video, Image, People also ask, Related searches","commercial, navigational",Organic
ic marcaria sabbioneta,22,22,720,28,0.00,https://www.scuoladvisor.it/scuole/8363,0,0,0.00,0,11800,"[30,45,45,36,55,81,55,24,24,100,55,45]",2026-02-21,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
liceo rummo bn,65,65,110,14,0.00,https://www.scuoladvisor.it/scuole/38005/grummo-benevento,0,0,0.00,0,8770,"[17,28,28,43,28,23,35,17,23,53,28,17]",2026-02-14,"Knowledge panel, Video, Image, People also ask, Related searches",navigational,Organic
istituto roli,50,50,210,8,0.00,https://www.scuoladvisor.it/scuole/44971/giancarlo-roli,0,0,0.00,0,152000,"[18,43,22,29,29,35,43,35,43,100,54,43]",2026-02-12,"Knowledge panel, Video, People also ask, Related searches",navigational,Organic
i.c.settembrini,13,13,210,39,0.00,https://www.scuoladvisor.it/scuole/25891/luigi-settembrini,0,0,0.00,0,36200,"[25,25,0,0,0,0,0,0,0,31,31,31]",2026-02-07,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
i.c.settembrini,83,83,210,39,0.00,https://www.scuoladvisor.it/scuole/12237/l-settembrini-s-leucio,0,0,0.00,0,36200,"[25,25,0,0,0,0,0,0,0,31,31,31]",2026-02-07,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Organic
liceo morante napoli,43,43,170,39,0.00,https://www.scuoladvisor.it/scuole/2353,0,0,0.00,0,37900,"[35,43,29,35,35,35,35,22,10,35,43,35]",2026-02-16,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
istituto comprensivo gandhi pontedera,16,16,90,25,0.00,https://www.scuoladvisor.it/scuole/46459,0,0,0.00,0.01,2490,"[17,23,17,28,23,35,28,12,23,43,23,23]",2026-02-12,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
scuole infanzia torino,91,91,210,10,1.48,https://www.scuoladvisor.it/piemonte/torino/scuola-infanzia,0,0,0.00,0.04,138,"[19,44,23,44,15,12,12,15,15,29,29,36]",2026-03-04,"Local pack, Video, Image, Related searches",commercial,Organic
liceo malpighi,80,80,1600,27,0.00,https://www.scuoladvisor.it/scuole/502,0,0,0.00,0.05,83100,"[44,44,44,44,27,44,100,20,16,66,52,52]",2026-02-22,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","commercial, navigational",Organic
iiss giannone,36,36,320,34,0.00,https://www.scuoladvisor.it/scuole/20992,0,0,0.00,0,8390,"[20,30,24,24,20,30,10,6,10,55,24,20]",2026-02-24,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
liceo amoretti,23,23,590,28,0.00,https://www.scuoladvisor.it/scuole/42183/liceo-ling-scumane-amoretti-e-artistico,0,0,0.00,0,46200,"[36,45,45,45,45,62,45,13,13,62,45,0]",2026-02-25,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
istituto enriques,62,62,880,30,0.00,https://www.scuoladvisor.it/scuole/42422,0,0,0.00,0,81400,"[41,36,36,36,30,30,16,16,20,54,54,36]",2026-02-13,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
liceo artistico terni,29,29,210,16,0.00,https://www.scuoladvisor.it/scuole/41823/liceo-artistico-o-metelli-terni,0,0,0.00,0.02,282000,"[17,32,17,17,17,17,21,21,21,48,21,26]",2026-02-07,"Local pack, Video, Image, People also ask, Related searches",navigational,Organic
i.i.s. cucuzza - euclide,29,29,90,26,0.00,https://www.scuoladvisor.it/scuole/19607,0,0,0.00,0,2670,"[28,28,0,0,0,0,0,0,0,44,44,23]",2026-02-27,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
ic albanella,51,51,390,5,0.00,https://www.scuoladvisor.it/campania/albanella/istituto-comprensivo,0,0,0.00,0,0,"[36,30,30,30,36,24,16,24,55,45,36,30]",2026-03-11,Related searches,navigational,Organic
roncalli dueville,36,36,260,26,0.00,https://www.scuoladvisor.it/scuole/32105/ic-dueville-roncalli,0,0,0.00,0,2900,"[36,36,23,23,36,44,36,29,29,100,36,29]",2026-02-10,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
liceo ginnasio dante alighieri,52,52,1000,41,0.00,https://www.scuoladvisor.it/scuole/31288/lc-dante-alighieri,0,0,0.00,0.09,53300,"[52,52,68,52,37,37,37,16,20,84,68,68]",2026-02-16,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",navigational,Organic
ipseoa rossini,32,32,480,25,0.00,https://www.scuoladvisor.it/scuole/48831,0,0,0.00,0,4450,"[30,24,30,20,16,20,10,8,36,20,20,10]",2026-03-08,"Knowledge panel, Image pack, Sitelinks, Video Carousel, Related searches","informational, navigational",Organic
istituto industriale ettore majorana milazzo,12,12,140,29,0.00,https://www.scuoladvisor.it/scuole/12710/istituto-tecnico-tecnologico-emajorana,0,0,0.00,0,6950,"[100,81,53,43,34,15,21,15,28,43,28,21]",2026-02-07,"Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ic volta cologno,24,24,140,23,0.00,https://www.scuoladvisor.it/scuole/15757/secondaria-i-gr-via-volta,0,0,0.00,0,11800,"[12,43,28,35,35,28,43,17,23,100,35,35]",2026-02-20,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ic milani preti catanzaro,11,11,170,21,0.00,https://www.scuoladvisor.it/scuole/26485/iccz-sala-s-maria-milani-preti,0,0,0.00,0,5300,"[0,0,0,5,35,44,35,6,28,100,35,28]",2026-02-10,"Sitelinks, Video, Related searches",navigational,Organic
liceo linguistico manzoni lecco,53,53,170,13,0.00,https://www.scuoladvisor.it/scuole/13759/alessandro-manzoni,0,0,0.00,0,9700,"[22,35,29,29,18,29,35,29,29,66,35,54]",2026-02-13,"Knowledge panel, Sitelinks, Video, People also ask, Related searches","informational, navigational",Organic
ic torrenova,66,66,880,10,0.00,https://www.scuoladvisor.it/scuole/35827,0,0,0.00,0,0,"[36,36,41,41,54,36,13,20,79,41,30,24]",2026-03-08,"Knowledge panel, Video, Image, Related searches",navigational,Organic
itcs maria lazzari,21,21,880,25,0.00,https://www.scuoladvisor.it/scuole/35478,0,0,0.00,0.05,3300,"[36,30,36,30,24,41,24,20,20,100,66,30]",2026-02-25,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
ic massari galilei,23,23,390,36,0.00,https://www.scuoladvisor.it/scuole/4446/bari-serale-icmassari-galilei,0,0,0.00,0,10200,"[14,21,21,39,39,39,39,21,17,100,59,48]",2026-02-20,"Local pack, Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
scuole san carlo,49,49,320,21,0.00,https://www.scuoladvisor.it/piemonte/san-carlo-canavese,0,0,0.00,0.02,0,"[36,30,36,30,36,36,24,16,10,10,10,13]",2026-03-07,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
liceo manara,76,76,1600,19,1.21,https://www.scuoladvisor.it/scuole/49940/manara,0,0,0.00,0.02,238000,"[65,43,54,29,20,22,29,22,29,54,65,36]",2026-02-17,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
iis cristoforo colombo roma,41,41,110,27,0.00,https://www.scuoladvisor.it/scuole/3900,0,0,0.00,0.05,15600,"[12,9,34,28,21,9,34,81,34,53,34,34]",2026-02-24,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
barsanti castelfranco veneto,10,10,110,20,0.00,https://www.scuoladvisor.it/scuole/264/is-barsanti-galilei,0,0,0.00,0.01,12400,"[15,28,15,21,15,15,15,15,34,100,100,28]",2026-02-06,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto comprensivo scardigno savio molfetta,42,42,70,2,0.00,https://www.scuoladvisor.it/scuole/2747,0,0,0.00,0.33,2380,"[26,26,15,15,26,19,34,19,7,42,53,7]",2026-02-20,"Image, Related searches",navigational,Organic
istituto comprensivo nogara,26,26,480,23,0.00,https://www.scuoladvisor.it/veneto/nogara/istituto-comprensivo,0,0,0.00,0,0,"[25,20,25,25,20,25,13,16,68,31,31,25]",2026-03-07,"Local pack, Image, Related searches",navigational,Organic
istituto comprensivo bra 1,96,96,320,17,0.00,https://www.scuoladvisor.it/piemonte/bra/istituto-comprensivo,0,0,0.00,0.01,153000,"[17,39,26,21,17,26,26,39,39,59,26,21]",2026-02-27,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
istituto comprensivo italo svevo,19,19,260,24,0.00,https://www.scuoladvisor.it/scuole/12182/ist-compr-italo-svevo,0,0,0.00,0.05,8340,"[29,44,36,36,29,36,29,36,36,66,44,36]",2026-02-07,"Local pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
istituto comprensivo italo svevo,50,50,260,24,0.00,https://www.scuoladvisor.it/scuole/13355/italo-svevo,0,0,0.00,0.05,8340,"[29,44,36,36,29,36,29,36,36,66,44,36]",2026-02-07,"Local pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
istituto di istruzione superiore italo calvino,33,33,1000,34,0.00,https://www.scuoladvisor.it/scuole/3426,0,0,0.00,0.06,287000,"[54,41,54,36,30,41,41,24,16,66,54,54]",2026-02-20,"Knowledge panel, Sitelinks, People also ask, Related searches","commercial, navigational",Organic
ic matese piedimonte matese,53,53,1300,11,0.00,https://www.scuoladvisor.it/campania/piedimonte-matese,0,0,0.00,0,11700,"[68,68,100,84,52,68,52,7,13,84,84,52]",2026-02-16,"Sitelinks, Video, Image, Related searches",navigational,Organic
istituto comprensivo randaccio monfalcone,15,15,70,24,0.00,https://www.scuoladvisor.it/scuole/24095/randaccio-giovanni,0,0,0.00,0,1890,"[11,11,8,11,8,8,15,8,8,23,18,11]",2026-02-07,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
i.c. bozzini fasani,34,34,140,27,0.00,https://www.scuoladvisor.it/scuole/25397/ic-bozzini-fasani,0,0,0.00,0,1970,"[44,54,8,1,0,1,3,1,1,66,66,66]",2026-02-19,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
ic aspri fondi,38,38,390,23,0.00,https://www.scuoladvisor.it/scuole/1725,0,0,0.00,0,8580,"[19,67,36,36,44,44,23,10,12,67,100,81]",2026-02-13,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
itc vittorio veneto salvemini,31,31,1000,30,0.00,https://www.scuoladvisor.it/scuole/30153/iis-vittorio-veneto-salvemini,0,0,0.00,0,4720,"[44,44,34,44,34,34,24,11,13,44,44,34]",2026-02-17,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto comprensivo parmigianino parma,52,52,70,25,0.00,https://www.scuoladvisor.it/scuole/4723/parmigianino-parma,0,0,0.00,0,2070,"[5,5,28,23,12,10,10,35,17,53,23,17]",2026-02-10,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
gb niccolini,31,31,210,27,0.00,https://www.scuoladvisor.it/scuole/27558,0,0,0.00,0,77200,"[4,5,4,5,3,4,7,5,4,8,7,4]",2026-02-13,"Knowledge panel, Image pack, Sitelinks, People also ask, Related searches",navigational,Organic
podesti ancona,47,47,880,28,0.00,https://www.scuoladvisor.it/scuole/30811,0,0,0.00,0,204000,"[13,16,10,16,13,13,13,13,10,43,43,22]",2026-02-21,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
luigi sturzo marsala,37,37,210,26,0.00,https://www.scuoladvisor.it/scuole/31215,0,0,0.00,0,57900,"[15,19,15,15,15,15,12,6,9,44,100,100]",2026-02-13,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ic caio giulio cesare mestre,20,20,90,23,0.00,https://www.scuoladvisor.it/scuole/14311,0,0,0.00,0,4730,"[19,33,19,23,23,33,52,33,52,100,66,100]",2026-02-12,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
itis marconi nocera,9,9,70,31,0.00,https://www.scuoladvisor.it/scuole/33807/itis-gmarconi-nocera-inf,0,0,0.00,0.33,194000,"[17,17,17,23,12,17,0,12,12,28,35,5]",2026-02-07,"Local pack, Sitelinks, Video Carousel, Related searches",navigational,Organic
istituto comprensivo udine,46,46,140,53,0.00,https://www.scuoladvisor.it/friuli-venezia-giulia/udine/istituto-comprensivo,0,0,0.00,0,127,"[18,29,22,29,18,18,22,22,22,66,29,29]",2026-03-04,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
istituto comrensivo c. gouthier,22,22,170,20,0.00,https://www.scuoladvisor.it/scuole/4124/ic-perosa-argentina-gouthier,0,0,0.00,0,594,"[0,0,0,0,0,0,0,100,0,0]",2026-02-07,"Sitelinks, Video, Related searches",navigational,Organic
istituto comprensivo castrezzato,46,46,210,15,0.00,https://www.scuoladvisor.it/lombardia/castrezzato/istituto-comprensivo,0,0,0.00,0,4050,"[15,23,29,19,23,15,23,23,36,66,29,29]",2026-03-01,"Knowledge panel, Related searches",navigational,Organic
ics toaldo,22,22,140,39,0.00,https://www.scuoladvisor.it/scuole/29299/ic-gtoaldo-montegalda,0,0,0.00,0,10900,"[23,23,23,18,35,23,23,11,18,44,28,28]",2026-02-24,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
ic torraca la vista potenza,13,13,140,,0.00,https://www.scuoladvisor.it/scuole/46872/ic-torraca-b-la-vista-pz,0,0,0.00,0,4110,"[43,43,21,34,43,34,34,21,53,100,53,81]",2026-02-21,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
ics acquasparta,78,78,260,35,0.00,https://www.scuoladvisor.it/scuole/48304/ic-acquasparta,0,0,0.00,0,10100,"[16,16,13,13,16,0,20,8,16,24,20,20]",2026-02-11,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
marcora inveruno,67,67,720,13,1.47,https://www.scuoladvisor.it/lombardia/inveruno/istituto-superiore,0,0,0.00,0.01,8870,"[37,37,25,31,20,37,37,31,31,68,46,46]",2026-03-05,"Local pack, Video, Image, Related searches",navigational,Organic
convitto nazionale palermo,59,59,880,34,0.00,https://www.scuoladvisor.it/scuole/24876/convitto-nazionale-g-falcone,0,0,0.00,0,227000,"[20,36,24,20,16,20,16,13,16,52,27,27]",2026-02-16,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
istituto comprensivo livraga,26,26,210,29,0.00,https://www.scuoladvisor.it/lombardia/livraga/istituto-comprensivo,0,0,0.00,0,2630,"[19,29,15,15,15,15,15,19,23,81,29,36]",2026-02-28,"Local pack, Sitelinks, Related searches","commercial, navigational",Organic
istituto comprensivo sant elia fiumerapido,30,30,320,20,0.00,https://www.scuoladvisor.it/lazio/sant-elia-fiumerapido,0,0,0.00,0,0,"[30,16,10,4,24,7,0,2,13,24,8,4]",2026-03-12,"Knowledge panel, Image, Related searches","informational, transactional",Organic
istituto comprensivo sant elia fiumerapido,32,32,320,20,0.00,https://www.scuoladvisor.it/lazio/sant-elia-fiumerapido,0,0,0.00,0,0,"[30,16,10,4,24,7,0,2,13,24,8,4]",2026-03-12,"Knowledge panel, Image, Related searches","informational, transactional",Organic
istituto comprensivo san cesareo,40,40,2400,28,0.00,https://www.scuoladvisor.it/lazio/san-cesareo,0,0,0.00,0.01,37400,"[36,36,43,43,36,54,43,10,8,36,36,43]",2026-02-25,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
istituto comprensivo locate triulzi,20,20,90,25,0.00,https://www.scuoladvisor.it/scuole/45371,0,0,0.00,0,12500,"[28,28,28,21,15,28,28,15,15,65,34,34]",2026-02-07,"Local pack, Sitelinks, Image, Related searches",navigational,Organic
itis riva saronno,34,34,720,40,1.10,https://www.scuoladvisor.it/scuole/21109/itis-riva-saronno,0,0,0.00,0.01,9170,"[7,10,16,13,10,10,16,16,16,36,20,22]",2026-02-14,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
istituto comprensivo falcone copertino,26,26,110,34,0.00,https://www.scuoladvisor.it/scuole/21949,0,0,0.00,0,4570,"[17,17,12,23,28,28,23,12,23,53,28,53]",2026-02-11,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
einstein piove di sacco,33,33,880,34,0.00,https://www.scuoladvisor.it/scuole/4981,0,0,0.00,0,16400,"[36,45,30,30,30,36,62,62,45,81,81,62]",2026-02-21,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
einstein piove di sacco,36,36,880,34,0.00,https://www.scuoladvisor.it/scuole/4981,0,0,0.00,0,16400,"[36,45,30,30,30,36,62,62,45,81,81,62]",2026-02-21,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
ic politeama palermo,17,17,110,25,0.00,https://www.scuoladvisor.it/scuole/25634/ic-politeama-pa,0,0,0.00,0,13200,"[34,34,28,34,28,28,34,28,34,65,28,21]",2026-02-10,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
ics gobetti,36,36,720,41,0.00,https://www.scuoladvisor.it/scuole/33119/primaria-p-gobetti,0,0,0.00,0.01,12500,"[3,5,4,7,7,13,8,20,13,55,44,100]",2026-02-17,"Local pack, Sitelinks, Video, Related searches","commercial, navigational",Organic
ic paolillo cerignola,19,19,170,26,0.00,https://www.scuoladvisor.it/scuole/33330/cerignola-iccarducci-paolillo,0,0,0.00,0,2220,"[53,42,80,100,80,100,53,15,19,53,65,80]",2026-02-10,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
istituto comprensivo stradella,52,52,590,18,0.00,https://www.scuoladvisor.it/lombardia/stradella/istituto-comprensivo,0,0,0.00,0,22800,"[13,20,16,13,13,13,20,16,11,55,16,20]",2026-03-04,"Local pack, Sitelinks, Image, Related searches",navigational,Organic
ic olgiate molgora,52,52,480,8,0.00,https://www.scuoladvisor.it/lombardia/olgiate-molgora/istituto-comprensivo,0,0,0.00,0,0,"[20,13,13,20,11,20,16,24,30,16,16,8]",2026-03-07,"Knowledge panel, Video, Image, Related searches",navigational,Organic
ic olgiate molgora,64,64,480,8,0.00,https://www.scuoladvisor.it/lombardia/olgiate-molgora/istituto-comprensivo,0,0,0.00,0,0,"[20,13,13,20,11,20,16,24,30,16,16,8]",2026-03-07,"Knowledge panel, Video, Image, Related searches",navigational,Organic
ic villaggio coppola,34,34,260,20,0.00,https://www.scuoladvisor.it/campania/castel-volturno/istituto-comprensivo,0,0,0.00,0,15000,"[28,54,54,44,28,54,28,8,28,54,66,66]",2026-03-02,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
via san sperato,53,53,90,,0.00,https://www.scuoladvisor.it/scuole/37215/ssperato,0,0,0.00,0.04,333000,"[63,63,81,81,81,63,81,63,100,63,63,63]",2026-02-07,"Knowledge panel, Video, Image, People also ask","informational, transactional",Organic
istituto bernardi padova,40,40,320,24,0.00,https://www.scuoladvisor.it/scuole/31083,0,0,0.00,0,426000,"[17,21,17,14,17,17,26,26,21,88,59,39]",2026-02-13,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
ic campo del moricino napoli,39,39,110,20,0.00,https://www.scuoladvisor.it/scuole/951,0,0,0.00,0,3860,"[52,52,52,66,52,42,52,52,42,52,80,80]",2026-02-24,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
iis simoncelli sora,14,14,390,29,0.00,https://www.scuoladvisor.it/scuole/49552/iis-simoncelli-sora,0,0,0.00,0,2620,"[23,44,29,36,29,54,23,19,19,100,81,54]",2026-02-08,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
alighieri kennedy torino,39,39,110,29,0.00,https://www.scuoladvisor.it/scuole/24798/ic-alighierikennedy-to,0,0,0.00,0,341000,"[15,34,26,34,26,11,26,42,42,100,53,42]",2026-02-24,"Knowledge panel, Sitelinks, Image, Related searches","commercial, navigational",Organic
liceo manara di roma,45,45,260,26,0.00,https://www.scuoladvisor.it/scuole/49940/manara,0,0,0.00,0.02,107000,"[100,35,54,28,18,35,28,35,28,35,54,35]",2026-02-21,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ic pilla venafro,16,16,90,25,0.00,https://www.scuoladvisor.it/scuole/43333/i-c-l-pilla-don-giulio-testa,0,0,0.00,0,2050,"[26,26,42,53,15,19,19,19,26,100,65,26]",2026-02-10,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
ic pascoli benevento,44,44,720,29,0.00,https://www.scuoladvisor.it/scuole/43096,0,0,0.00,0,16300,"[45,62,45,55,30,45,45,13,13,62,81,62]",2026-02-25,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
ic pascoli benevento,48,48,720,29,0.00,https://www.scuoladvisor.it/scuole/43096,0,0,0.00,0,16300,"[45,62,45,55,30,45,45,13,13,62,81,62]",2026-02-25,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
istituto comprensivo ignazio di loyola,13,13,320,26,0.00,https://www.scuoladvisor.it/scuole/36141/na-ic-13-ignazio-di-loyola,0,0,0.00,0.07,4440,"[26,17,21,32,17,21,26,26,17,100,48,39]",2026-02-07,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
istituto valle padova,77,77,720,25,0.00,https://www.scuoladvisor.it/scuole/1617,0,0,0.00,0.01,2660000,"[30,36,20,20,16,20,30,24,20,41,36,41]",2026-02-20,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
paolo vasta acireale,56,56,210,8,0.00,https://www.scuoladvisor.it/scuole/46018/paolo-vasta-acireale,0,0,0.00,0,119000,"[10,10,8,10,10,8,8,8,10,20,24,20]",2026-02-20,"Knowledge panel, Video, Related searches",navigational,Organic
ics calolziocorte,56,56,720,27,0.00,https://www.scuoladvisor.it/lombardia/calolziocorte/istituto-comprensivo,0,0,0.00,0.02,14000,"[20,30,24,20,20,24,24,20,13,66,36,30]",2026-03-01,"Knowledge panel, Video, Image, People also ask, Related searches",navigational,Organic
istituto comprensivo telese terme,55,55,590,11,0.00,https://www.scuoladvisor.it/campania/telese-terme/istituto-comprensivo,0,0,0.00,0,0,"[45,45,30,30,24,20,8,10,55,45,62,45]",2026-03-10,"Local pack, Related searches",navigational,Organic
rossi itis,50,50,1600,42,0.00,https://www.scuoladvisor.it/scuole/35854,0,0,0.00,0,1050000,"[55,82,55,65,44,55,100,34,44,55,55,30]",2026-02-22,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
istituto comprensivo di roveredo in piano,22,22,210,30,0.00,https://www.scuoladvisor.it/scuole/17690,0,0,0.00,0,11100,"[28,28,23,23,28,28,23,28,28,81,54,35]",2026-02-22,"Local pack, Sitelinks, Video, Related searches",navigational,Organic
ic bosisio parini,43,43,720,13,0.00,https://www.scuoladvisor.it/lombardia/bosisio-parini,0,0,0.00,0,18400,"[31,46,31,46,31,37,31,20,20,68,37,37]",2026-02-14,"Image, Related searches",navigational,Organic
ic via dante,88,88,170,14,0.00,https://www.scuoladvisor.it/scuole/19714,0,0,0.00,0.06,2360000,"[28,43,35,43,43,53,35,17,28,100,66,66]",2026-02-25,"Knowledge panel, Video, Related searches",navigational,Organic
casa circondariale di locri,97,97,210,21,0.00,https://www.scuoladvisor.it/scuole/24420,0,0,0.00,0.01,191000,"[53,53,53,53,53,65,53,81,65,65,65,65]",2026-03-02,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches",informational,Organic
ic 22 alberto mario,42,42,390,35,0.00,https://www.scuoladvisor.it/scuole/43033,0,0,0.00,0.11,2560000,"[20,20,13,13,8,20,20,30,30,100,30,36]",2026-02-22,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
istituto comprensivo galice,53,53,720,30,0.00,https://www.scuoladvisor.it/scuole/11628,0,0,0.00,0,2660,"[45,55,67,67,55,76,45,5,13,76,76,100]",2026-02-25,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
ic san giovanni bosco molfetta,53,53,70,12,0.00,https://www.scuoladvisor.it/scuole/33394,0,0,0.00,0.33,10100,"[41,52,52,100,82,64,52,29,41,11,11,11]",2026-02-15,"Knowledge panel, Related searches",navigational,Organic
istituto leonarda vaccari,43,43,720,24,0.00,https://www.scuoladvisor.it/scuole/43149,0,0,0.00,0.02,6090,"[45,67,45,67,55,100,55,55,36,67,45,13]",2026-02-22,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
comprensivo pula,17,17,90,24,0.00,https://www.scuoladvisor.it/scuole/25229/infanzia-santa-croce,0,0,0.00,0,34300,"[12,17,17,17,17,17,17,10,12,66,17,23]",2026-02-06,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
comprensivo pula,18,18,90,24,0.00,https://www.scuoladvisor.it/scuole/37793/infanzia-domus-de-maria,0,0,0.00,0,34300,"[12,17,17,17,17,17,17,10,12,66,17,23]",2026-02-06,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
istituto della porta porzio,8,8,140,20,0.00,https://www.scuoladvisor.it/scuole/32930/is-della-porta-porzio-colosimo,0,0,0.00,0,182000,"[8,8,8,8,4,14,10,10,8,54,81,100]",2026-02-07,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
istituto della porta porzio,27,27,140,20,0.00,https://www.scuoladvisor.it/scuole/23706/lic-artdella-porta-porzio-colosimo,0,0,0.00,0,182000,"[8,8,8,8,4,14,10,10,8,54,81,100]",2026-02-07,"Knowledge panel, Sitelinks, Video, Image, Related searches",navigational,Organic
polo 1 galatone,42,42,110,28,0.00,https://www.scuoladvisor.it/scuole/6148,0,0,0.00,0,129000,"[18,23,18,11,18,15,15,18,11,35,18,11]",2026-02-11,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
istituto comprensivo santo stefano di cadore,41,41,170,24,0.00,https://www.scuoladvisor.it/veneto/santo-stefano-di-cadore/istituto-comprensivo,0,0,0.00,0,9880,"[15,28,18,28,18,23,28,18,28,100,35,28]",2026-02-27,"Knowledge panel, Sitelinks, Image, Related searches",navigational,Organic
don bosco prato,83,83,70,27,0.00,https://www.scuoladvisor.it/scuole/11736,0,0,0.00,0.01,2370000,"[2,2,2,12,2,15,2,10,2,12,15,15]",2026-02-13,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
ites fraccacreta,30,30,260,24,0.00,https://www.scuoladvisor.it/scuole/442/san-severo-ite-fraccacreta,0,0,0.00,0,4160,"[10,16,10,10,13,10,13,13,20,36,20,13]",2026-03-01,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
istituto comprensivo bisuschio,43,43,70,13,0.00,https://www.scuoladvisor.it/lombardia/bisuschio/istituto-comprensivo,0,0,0.00,0,6860,"[12,17,12,10,10,12,12,12,17,66,28,23]",2026-03-01,"Knowledge panel, Image, Related searches",navigational,Organic
